title,artist,popularity,release_date,acousticness,danceability,energy,loudness_db,vocalness,tempo_bpm,lyrics,release_date_int,lyrics_length,duration_ms,valence,artist_popularity,specific_genres,english_ratio,korean_ratio,dps,difficulty_level,difficulty_level_category
Eyes on you,세븐틴 (SEVENTEEN) ,70,2024/10/14 0:00,0.0165,0.718,0.813,-4.555,0.0682,127.997,"Eyes on you, Eyes on me
너의 손을 꼭 잡을 때
Eyes on you, Eyes on me
널 쉴 틈 없이 알고 싶어

섬세한 한마디 우리의 대화
So sweet, 시작해
같이 걸어 볼까 Under the moonlight
No matter what you do, I promise you

같은 BPM 맞춰지는 Heart rate
솔직한 우리 터져 나올 것 같아
고개를 돌리며 마주 봐 Highlight

Eyes on you, Eyes on me
너의 손을 꼭 잡을 때
Eyes on you, Eyes on me
기적이 나타날 거야

Tell me more about yourself
너의 첫 번째 상처를 내게 줘
Tell me more about yourself
널 쉴 틈 없이 알고 싶어

이유 없는 대화 너라서 좋아
So sweet, 계속해
이런 우리라도 넌 괜찮다면
No matter what you do, I promise you

우리 둘 시선의 끝
맞닿을 때 생겨나네 피어나는 불
걷잡을 수 없어 Don't matter
서로가 서로를 꽉 채워

Dance with me like it is the last time
“Who let the dogs out after bedtime?”
Can’t stop the shindig ‘til 100 degrees
You set me free

같은 BPM 맞춰지는 Heart rate
솔직한 우리 터져 나올 것 같아
고개를 돌리며 마주 봐 Highlight

Eyes on you, Eyes on me
너의 손을 꼭 잡을 때
Eyes on you, Eyes on me
기적이 나타날 거야

Tell me more about yourself
너의 첫 번째 상처를 내게 줘
Tell me more about yourself
널 쉴 틈 없이 알고 싶어

너만이 필요하단 걸",1728864000,665,174506.0,0.852,82.0,k-pop,65.10574018,34.89425982,3.810757223,1.9107142857142858,중급
Nice Guy,BOYNEXTDOOR,69,2024/09/09 0:00,0.284,0.836,0.841,-3.609,0.116,116.0,"Don't be such a wuss
Seoul is mine tonight
Let's rizz up all night
서론이 길었나
“Want to kiss you right now”
I’ll get you all night

나를 소개할게 nice guy, fresh guy of the night
모두가 네게 말해 better watch out girl
간지러운 나의 목소리
허수아비도 make wavy
타고난 끼가 운명인가 봐

Look at my eyes
Look at my line, my girl
You like it right?
Oh no no no
Look at my eyes
Look at my line, my girl
You like me right?
No no no

They say
“I can’t take my eyes off you”
미치겠지 시크한 말투
너만의 사람은 어렵구
빨리 말해줘 yes or no no no no
친구들이 파티에 얼굴만 비춰달라네
Sorry 이제 뭐 딱히 재미가 없어서

Nice guy, fresh guy 맞지 right?
안 넘어오고는 못 배긴다니까
섹시한 나의 눈빛에
넘어와 my shawty
Oh baby baby I'm busy tonight

Look at my eyes
Look at my line, my girl
You like it right?
Oh no no no
Look at my eyes
Look at my line, my girl
You like me right?
No no no

망설이지 말고 냉큼 말해봐
You’ll say it “I love you”
Baby baby please
Please don’t go away 할거지?
I want it too

Look at my eyes (Eyes)
Look at my line, my girl (Line, my girl)
You like it right? (Come on baby)
Oh no no no (No no no)
Look at my eyes
(Don’t we look lovely? You know it)
Look at my line, my girl
You like me right?
No no no

Now I’m feelin’ like
Oh ah
Hey my girlfriend
뜸 들이지 마요
Ayy baby
Oh ah
Hey my girlfriend
Come on over
You know that what I‘m saying
Good night baby",1725840000,899,164920.0,0.678,69.0,k-pop,84.76084538,15.23915462,5.45112782,2.3214285714285716,고급
미안해 미워해 사랑해,Crush,69,2024/03/24 0:00,0.763,0.46,0.326,-8.226,0.0304,134.049,"It's the same day
이렇게 너를
다시 불러보는
잊고 있던 마음들과

이제야 내미는
나의 미련한 진심들
늦어서 미안해

I wish I could have told you that
I was born to love you
To love you with all my heart
널 향한 심장이 멈춰지지가 않아

Still want you all the time
아직 내 마음속 한켠의 방에
그리움으로 가득 채워
너를 기다려
Need you all the time
아무 말도 전하지 못해
시간속을 헤메이는
나를 미워해

It’s the same night
흐릿한 어느 밤 안개 속에 너를
불러보곤 해 난 또

시간 저편에 빛나던
기억을 떠올려
두 손 꼭 잡았던

I wish I could have told you that
I was made to love you
To love you with all my heart
망설이다 혼자 삼켰던 말 사랑해

Still want you all the time
아직 내 마음속 한켠의 방에
그리움으로 가득 채워
너를 기다려
Need you all the time
미친 듯이 네게 달려가
두 팔 가득 너를 품고

And I want you to know you’re the only reason
that I still breathe that I still live
And to tell you
사랑했던 나의 진심이
사랑받던 모든 기억이
내 모든 이유
유일한 이유
Hmmm",1711238400,541,244186.0,0.214,65.0,발라드,59.14972274,40.85027726,2.215524232,2.2181818181818183,고급
Pierrot,LE SSERAFIM (르세라핌) ,69,2024/08/30 0:00,0.342,0.8,0.885,-3.178,0.117,153.99,"몰라 이제 계획 따윈 0
Psycho처럼 장마 속을 run
딱 오늘만은 going dumb
우린 그냥 do it cuz it’s fun

월 화 수 목 금 쳇바퀼 뛰어
똑같은 토 일 지나고 월
They say 워워 입 다물고 work
고요한 내 맘속에 wanna drop the bomb

Good girl 인형이 되렴
속이 텅 빈 풍선 같던 word
천천히 blow it up 불어 make it pop
달릴 준비 됐니 where my girls?

So where my where my girls at
Where my where my boys at
고삘 풀어 함께

김완선 엄정화 who’s next?
새 시대의 crazy girls
내가 뭘 더 겁내 ay

몰라 이제 계획 따윈 0
Psycho처럼 장마 속을 run
딱 오늘만은 going dumb
우린 그냥 do it cuz it’s fun

That’s my girl, that’s my girl, girl
내일 풀어 문제 같은 건
한 귀로 흘려 충고 따윈 cut
Just go and get it, that’s my girl

That’s my girl, that’s my girl, girl
That’s my girl, that’s my girl, girl
That’s my girl, that’s my girl, girl
That’s my girl, that’s my girl, that’s my girl

구속하니 남 시선이
어쩔수 없니 FOMO의 길
늦었거나 아님 이르니
추격하니 너의 귀차니즘이 huh

Just burn your fire, do it now-now-now
미친 척 길에 노래 불러 라라라
너도 올라타 이 roller coaster ride
달릴 준비됐니 where my girls?

So where my where my girls at
Where my where my boys at
고삘 풀어 함께

아이유 또 이효리 who’s next?
새 시대의 crazy girls
내가 뭘 더 겁내 ay

몰라 이제 계획 따윈 0
Psycho처럼 장마 속을 run
딱 오늘만은 going dumb
우린 그냥 do it cuz it’s fun

That’s my girl, that’s my girl, girl
내일 풀어 문제 같은 건
한 귀로 흘려 충고 따윈 cut
Just go and get it, that’s my girl

That’s my girl, that’s my girl, girl
That’s my girl, that’s my girl, girl
That’s my girl, that’s my girl, girl
That’s my girl, that’s my girl, that’s my girl",1724976000,950,170315.0,0.853,81.0,k-pop,72.01689546,27.98310454,5.577899774,2.0454545454545454,중급
Sugarcoat (NATTY Solo),KISS OF LIFE,69,2023/07/05 0:00,0.0339,0.663,0.82,-3.244,0.0362,94.019,"늘 뻔한 Recipe 착한 아이처럼
반듯한 A to Z 기대 마 넌 Never
It just a puzzle piece yeah
멋대로 판단한 내 모습이
전부일 리 없잖니

So 드러낸 적 없던 맘이
솔직하게 빛난 Party
맛볼수록 Taste so good
하나부터 열까지 다
사랑받지 못한대도
싫지 않아 I love me

Sugarcoat 따윈 벗어던진
날 네가 뭐라든지
Just move, 내 맘대로
날 위한 춤을 추지

Don’t sugarcoat me babe
Complex is over-rated
투명한 저 달빛이
쏟아져 더 자유로이

In the dark 어둠 속에서 더
유난히 선명한 소리를 따라 걸어
더 깊이 간직한 판도라 상자 속의 내 모습이
더는 두렵지 않은 Tonight

So 가슴에만 묻던 말이
하얀 나비처럼 Flying
놀랍도록 Feel so good
솔직한 내 모습까진
이해받지 못한대도
괜찮아 난 I love me

Sugarcoat 따윈 벗어던진
날 네가 뭐라든지
Just move, 내 맘대로
날 위한 춤을 추지

Don’t sugarcoat me babe
Complex is over-rated
투명한 저 달빛이
쏟아져 더 자유로이

Oh 거울 속에 가둬 둔
진짜 나답게 이젠 I wanna do
항상 바라왔던 Change coming soon
You know what

짜릿한 해방감 속
만나게 될 모든 날
사랑할 수밖에 없을 테니 It’s alright

Sugarcoat 따윈 필요 없지
난 그냥 나일 테니
Just move, 바란 대로
더 멋진 춤을 추지

Don’t sugarcoat me babe
Complex is over-rated
난 올라 좀 더 높이
누구보다 빛날 테니

Don’t sugarcoat me babe
날 네가 뭐라든지
Just move, 내 맘대로
날 위한 춤을 추지

Don’t sugarcoat me babe
Complex is over-rated
투명한 저 달빛이
쏟아져 더 자유로이",1688515200,722,179866.0,0.568,76.0,k-pop,52.07756233,47.92243767,4.014099385,2.3026315789473686,고급
Next Level,aespa,69,2021/05/17 0:00,0.488,0.82,0.852,-2.567,0.166,109.036,"I’m on the Next Level Yeah
절대적 룰을 지켜
내 손을 놓지 말아
결속은 나의 무기
광야로 걸어가
알아 네 Home ground
위협에 맞서서
제껴라 제껴라 제껴라

상상도 못한 Black out
유혹은 깊고 진해
(Too hot too hot)
맞잡은 손을 놓쳐
난 절대 포기 못해

I’m on the Next Level
저 너머의 문을 열어
Next Level
널 결국엔 내가 부셔
Next Level
KOSMO에 닿을 때까지
Next Level
제껴라 제껴라 제껴라

La la la la la la
La la la la la la
La la la la la la
La la la la la

I see the NU EVO.
적대적인 고난과 슬픔은
널 더 Popping 진화시켜
That’s my naevis It’s my naevis
You lead, we follow
감정들을 배운 다음
Watch me while I make it out

Watch me while I work it out
Watch me while I make it out
Watch me while I work it out
Work it work it work it out

감당할 수 없는 절망도
내 믿음을 깨지 못해
더 아픈 시련을 맞아도
난 잡은 손을 놓지 않을게 Oh

절대로 뒤를 돌아보지 말아
광야의 것 탐내지 말아
약속이 깨지면
모두 걷잡을 수 없게 돼
언제부턴가 불안해져 가는 신호
널 파괴하고 말 거야
(We want it)
Come on!
Show me the way to KOSMO Yeah

Black Mamba가 만들어낸 환각 퀘스트
aespa, ae를 분리시켜놓길 원해 그래
중심을 잃고 목소리도 잃고 비난받고
사람들과 멀어지는 착각 속에
naevis 우리 ae, ae들을 불러봐
aespa의 Next Level “P.O.S”를 열어봐
이건 REAL WORLD 깨어났어
We against the villain
What’s the name?
Black Mamba

결국 난 문을 열어
그 빛은 네겐 Fire
(Too hot too hot)
난 궁금해 미치겠어
이다음에 펼칠 Story
Huh!

I’m on the Next Level
저 너머의 문을 열어
Next Level
널 결국엔 내가 부셔
Next Level
KOSMO에 닿을 때까지
Next Level
제껴라 제껴라 제껴라

I’m on the Next Level
더 강해져 자유롭게
Next Level
난 광야의 내가 아냐
Next Level
야수 같은 나를 느껴
Next Level
제껴라 제껴라 제껴라
Huh!",1621209600,936,221573.0,0.82,83.0,k-pop,60.04273504,39.95726496,4.224341413,2.4886363636363638,고급
Savage,aespa,69,2021/10/05 0:00,0.124,0.727,0.879,-1.167,0.129,146.959,"Oh my gosh!
Don't you know I’m a Savage?
I’m a Killa 너를 깰 ae
아직도 가리고 환각을 펼친 너
팰라 We Holler
두렵지 않아 너 너 Hit you harder

날 밀어 넣어 Deep fake on me
준비가 안된 무대로
몰아넣어 Fake on me
Got everybody mock up to me
수치를 느끼게 멘탈을 흔들어놔
싸늘한 관중 무너져 ae
더는 널 못 참아 Say No!

두고 봐 난 좀 Savage
너의 Dirty 한 Play
더는 두고 볼 수 없어
나를 무너뜨리고 싶은
네 환각들이 점점
너를 구축할 이유가 돼
I’m a Savage
널 부셔 깨 줄게 Oh
I’m a Savage
널 짓밟아 줄게 Oh

Get me get me now
Get me get me now
(Zu Zu Zu Zu)
지금 나를 잡아
아님 난 더 Savage
(Zu Zu Zu Zu)
Get me get me now
Get me get me now
(Zu Zu Zu Zu)
이젠 내가 너를 잡아
Now I'm a Savage
Gimme gimme now
Gimme gimme now
(Zu Zu Zu Zu)
너의 말이 보여
네 약점 Algorithm
(Zu Zu Zu Zu)
김이 김이 나
김이 김이 나
(Zu Zu Zu Zu)
MA ae SYNK 방해 말고
꺼져 Savage
(Zu Zu Zu Zu)

Mmmh Everybody looks at me
익숙하잖니
양보해 참아야만 돼
어른스럽게
I'm locked up in the glass
난 놀고 싶은데
너무 끔찍한 기대
그런 환각 틀에 나를 가둬 놔

I'm going 광야로 Game in
물리쳐 교묘한 이간질
And my ae로부터
멀어지게 만들
회심찬 네 Trick
We gone 광야로 Game in
베어버려 내 빛의 검
데미지를 입은 네게
인정사정 볼 것 없는 펀치

그것 봐 난 좀 Savage
너의 재생력을 막아
흐트러놔 빼놔
잊지 말아 여긴 바로 광야
너의 시공간은 내 뜻대로
Make It break it
I’m a Savage
널 부셔 깨 줄게 Oh
I’m a Savage
널 짓밟아 줄게 Oh

Get me get me now
Get me get me now
(Zu Zu Zu Zu)
지금 나를 잡아
아님 난 더 Savage
(Zu Zu Zu Zu)
Get me get me now
Get me get me now
(Zu Zu Zu Zu)
이젠 내가 너를 잡아
Now I'm a Savage
Gimme gimme now
Gimme gimme now
(Zu Zu Zu Zu)
너의 말이 보여
네 약점 Algorithm
(Zu Zu Zu Zu)
김이 김이 나
김이 김이 나
(Zu Zu Zu Zu)
MA ae SYNK 방해 말고
꺼져 Savage
(Zu Zu Zu Zu)

위기에 빠진 날 지켜준 건 너였어
My naevis we love U
My victory 하나의 SYNK DIVE
모두 네가 만들어준 기회란 거
I know your sacrifices Oh
My naevis we love U
알아 우린 반드시
네 기억들을 찾아줄게
우린 만나 꼭 부활 그다음

Savage
Savage
Yeah~

Get me get me now
Get me get me now
(Zu Zu Zu Zu)
지금 나를 잡아
아님 난 더 Savage
(Zu Zu Zu Zu)
Get me get me now
Get me get me now
(Zu Zu Zu Zu)
이젠 내가 너를 잡아
Now I'm a Savage
Gimme gimme now
Gimme gimme now
(Zu Zu Zu Zu)
너의 말이 보여
네 약점 Algorithm
(Zu Zu Zu Zu)
김이 김이 나
김이 김이 나
(Zu Zu Zu Zu)
MA ae SYNK 방해 말고
꺼져 Savage
(Zu Zu Zu Zu)

Ha ha, What?",1633392000,1332,238143.0,0.671,83.0,k-pop,66.14114114,33.85885886,5.593277988,2.5443037974683542,고급
Sour Grapes,LE SSERAFIM (르세라핌) ,69,2022/05/02 0:00,0.395,0.779,0.801,-5.564,0.0457,139.998,"Oh 나도 모르게
달콤해 난 침이 고여 이건 사랑 맞아
널 한참 노려봐
내 손에 뚝 떨어지길 기다리고 있어

갖고 싶어 손쉽게
낭만적인 fairy tale
사다리를 오를 때
두 발아래 난 아찔해

허나 좀 더 길게 팔을 뻗어도
닿지 않아 뒤꿈치를 들어도
도무지가 손에 쥘 수 없는 love
Oh 이러다가 나만 다치겠어
Yeah you’ll hurt me

푸릇 쌉싸름해 I don’t wanna taste
뭐 그리 달콤하진 않을 것 같애
설익은 감정들이 I just feel afraid
I’ll never bite I’ll never bite the pain

Sour 눈물 나게 시큼한 맛
Sour 그런 게 만약 사랑이면
맛보고 싶지 않아 I just feel afraid
Love is sour love is sour grapes

눈이 스치면
가끔씩은 맘 끝이 좀 떨리기도 했어
처음 느껴보는 heart
한 입 정도 깨문다면 어떨까도 했어

붉어지는 열매에
시선을 다 뺏긴 채
가지 끝에 달린 grapes
달달할까 상상해

허나 한 걸음씩 거릴 좁혀도
너의 손을 잡을 수는 없는걸
사다리 저 너머 위에 놓인 love
Oh 나만 괜히 상처받긴 싫어
Yeah you’ll hurt me

푸릇 쌉싸름해 I don’t wanna taste
뭐 그리 달콤하진 않을 것 같애
설익은 감정들이 I just feel afraid
I’ll never bite I’ll never bite the pain

Sour 눈물 나게 시큼한 맛
Sour 그런 게 만약 사랑이면
맛보고 싶지 않아 I just feel afraid
Love is sour love is sour grapes

착각은 마
딱히 널 좋아한 적 없으니까
조금도 아쉽지가 않다니까
내가 날 속여 all day all night

아직 어설프게 익지 않은 grapes
아마도 내겐 때가 아닌 것 같애
푸릇하게 아직 설익은 네 scent
I’m feeling scared I’m feeling scared yeah

Sour 눈물 나게 시큼한 맛
Sour 그런 게 만약 사랑이면
맛보고 싶지 않아 I just feel afraid
Love is sour love is sour grapes",1651449600,792,196540.0,0.72,81.0,k-pop,49.49494949,50.50505051,4.029714053,2.1566265060240966,중급
Shut Down,BLACKPINK,69,2022/09/16 0:00,0.00269,0.813,0.657,-6.447,0.0372,110.053,"Blackpink in your area
Blackpink in your area

컴백이 아냐 떠난 적 없으니까
고개들이 돌아 진정해 목 꺾일라
분홍빛의 얼음 drip drip drip
freeze ‘em on sight
Shut it down what what what what

게임이 아냐 진 적이 없으니까
짖어봐 네 목에 목줄은 내 거니까
땅바닥에 닿은 pedal we go two zero five
Shut it down uh uh uh uh

초록 비를 내려 머리 위로 Don’t trip, baby
겸손하게 그냥 앉아있어 Just sit, baby

Praying for my downfall,
many have tried, baby
Catch me when you hear my Lamborghini go vroom, vroom, vroom,
vroom

When we pull up you know
it’s a shutdown
간판 내리고 문 잠가 shut down
Whip it whip it whip it whip it
Whip it whip it whip it whip it
It’s black and it’s pink once the sun
down

When we pull up you know
it’s a shutdown
간판 내리고 문 잠가 shut down
Whip it whip it whip it whip it
Whip it whip it whip it whip it
Keep watching me shut it down

Nah
You don’t wanna be on my bad side
that’s right I’m slidin’ through
Bunch of wannabes that wanna be me,
me three if I was you
Been around the world, pearls on ya
girl, VVS's we invested uh
Need a lesson see the necklace,
see these dresses
We don’t buy it we request it uh

A rockstar, a popstar but rowdier
Say bye to the paparazzi, get my
good side, I'll smile for ya
Know it ain’t fair to ya, it’s scarin’ ya
like what now
Blackpink in your area, the area been
shut down. It’s a shutdown

네 다음 답안지야 똑바로 봐
don’t sleep baby
뒤집어봐 이건 가격표야 ain’t cheap baby

Stay in your own lane ‘cause
I’m ‘bout to swerve
Catch me when you hear my Lamborghini go vroom, vroom, vroom,
vroom

When we pull up you know
it’s a shutdown
간판 내리고 문 잠가 shut down


Whip it whip it whip it whip it
Whip it whip it whip it whip it

It’s black and it’s pink once the sun
down

When we pull up you know
it’s a shutdown
간판 내리고 문 잠가 shut down

Whip it whip it whip it whip it
Whip it whip it whip it whip it

Keep watching me shut it down

Shut it down Blackpink in your area
Shut it down woah woah woah woah
Shut it down Blackpink in your area
Keep talking we shut you down",1663286400,1432,175889.0,0.651,81.0,k-pop,90.5726257,9.427374302,8.141498331,2.1176470588235294,중급
휘파람,BLACKPINK,69,2016/08/08 0:00,0.00561,0.818,0.723,-4.82,0.114,102.945,"Hey boy
Make’ em whistle
like a missile bomb bomb
Every time I show up blow up uh
Make’ em whistle
like a missile bomb bomb
Every time I show up blow up uh
넌 너무 아름다워
널 잊을 수가 없어
그 눈빛이 아직 나를
이렇게 설레게 해 boom boom
24 365
오직 너와 같이 하고파
낮에도 이 밤에도
이렇게 너를 원해 ooh ooh
모든 남자들이 날 매일 check out
대부분이 날 가질 수 있다 착각
절대 많은 걸 원치 않아
맘을 원해 난
넌 심장을 도려내 보여봐
아주 씩씩하게 때론 chic chic 하게
So hot so hot 내가 어쩔 줄 모르게 해
나지막이 불러줘
내 귓가에 도는 휘파람처럼
이대로 지나치지 마요
너도 나처럼 날 잊을 수가 없다면 WHOA
널 향한 이 마음은 Fire
내 심장이 빠르게 뛰잖아
점점 가까이 들리잖아
휘파람 UH 휘 파람 파람 파람
can you hear that
휘 파라파라 파라 밤
휘파람 UH 휘 파람 파람 파람
can you hear that
휘 파라파라 파라 밤
Hold up 아무 말 하지 마
Just whistle to my heart
그 소리가 지금 나를
이렇게 설레게 해 boom boom
생각은 지루해 느낌이 shhh
Every day all day
내 곁에만 있어줘 zoom zoom
Uh 언제나 난 stylin’
도도하지만 네 앞에선 darlin’
뜨거워지잖아 like a desert island
널 알아갈수록 울려대는 마음속
그만 내빼 넘어와라 내게 boy
이젠 checkmate
게임은 내가 win uh-huh
난 널 택해 안아줘 더 세게
누가 널 가로채 가기 전에 내가 uh
이대로 지나치지 마요
너도 나처럼 날 잊을 수가 없다면 WHOA
널 향한 이 마음은 Fire
내 심장이 빠르게 뛰잖아
점점 가까이 들리잖아
휘파람 UH 휘 파람 파람 파람
can you hear that
휘 파라파라 파라 밤
휘파람 UH 휘 파람 파람 파람
can you hear that
휘 파라파라 파라 밤
This beat got me feelin’ like
바람처럼 스쳐가는
흔한 인연이 아니길
많은 말은 필요 없어
지금 너의 곁에 나를 데려가 줘 ohh
Make’ em whistle
like a missile bomb bomb
Every time I show up blow up uh
Make’ em whistle
like a missile bomb bomb
Every time I show up blow up uh",1470614400,944,211631.0,0.607,81.0,k-pop,52.50266241,47.49733759,4.460594147,2.1515151515151514,중급
SOS,FIFTY FIFTY,68,2024/09/20 0:00,0.0852,0.795,0.778,-5.032,0.0304,124.017,"별빛마저 까만 Midnight
멈춰 있는 Time
잠들기 힘든 맘
소리 없는 밤은 So dark
애써지어 본 미소도 낯선 느낌

Ooh I’m losing my cool 가라앉은 Mood
Going round round round, I’m blue
메아리 같이 들린 목소리
Won’t let me down down down, no

SOS I’m calling
내 맘 깊이 들려온 Message
Can you hear my SOS, Oh darling
귀 기울여봐 Truth in you, unmute

Can you hear my SOS?
Can you hear my SOS?

문을 여는 그 순간
피어나는 Little spark
빛은 어느새 어둠을 밀어내

내 목소리가 아닌
잡음들은 다 Cut it
나의 이야기
그 첫 마디를 시작해

Ooh I’m losing my cool 반복되는 Loop
Going round round round, I’m through
좀 더 선명히 들린 목소리
Won’t let me down down down, no

SOS I’m calling
내 맘 깊이 들려온 Message
Can you hear my SOS, Oh darling
귀 기울여봐 Truth in you, unmute

Can you hear my SOS?
Can you hear my SOS?

Calling 내게 말을 거는 소리
대답해줄게 Don’t worry
다시는 나를 외면하지 않아 난

SOS I’m calling
내 맘 깊이 들려온 Message
Can you hear my SOS, Oh darling
귀 기울여봐 Truth in you, unmute

Can you hear my SOS?
Can you hear my SOS?",1726790400,630,187507.0,0.816,69.0,k-pop,73.01587302,26.98412698,3.359874565,2.4318181818181817,고급
Love wins all,아이유,68,2024/01/24 0:00,0.82,0.496,0.447,-5.878,0.0317,101.132,"Dearest, Darling, My universe
날 데려가 줄래?
나의 이 가난한 상상력으론
떠올릴 수 없는 곳으로

저기 멀리 from Earth to Mars
꼭 같이 가줄래?
그곳이 어디든, 오랜 외로움
그 반대말을 찾아서

어떤 실수로
이토록 우리는
함께일까

세상에게서 도망쳐 Run on
나와 저 끝까지 가줘 My lover
나쁜 결말일까 길 잃은 우리 둘 um

부서지도록 나를 꼭 안아
더 사랑히 내게 입 맞춰 Lover
Love is all Love is all
Love Love Love Love

결국, 그럼에도,
어째서 우리는
서로일까

세상에게서 도망쳐 Run on
나와 저 끝까지 가줘 My lover
나쁜 결말일까 길 잃은 우리 둘 um

찬찬히 너를 두 눈에 담아
한 번 더 편안히 웃어주렴

유영하듯 떠오른
그날 그 밤처럼,
나와 함께 겁 없이
저물어줄래?

산산히 나를 더 망쳐 Ruiner
너와 슬퍼지고 싶어 My lover

필연에게서 도망쳐 Run on
나와 저 끝까지 가줘 My lover
일부러 나란히 길 잃은 우리 두 사람

부서지도록 나를 꼭 안아
더 사랑히 내게 입 맞춰 Lover
Our Love wins all Love wins all
Love Love Love Love",1706054400,448,271080.0,0.315,71.0,k-pop,39.50892857,60.49107143,1.652648665,2.0754716981132075,중급
Lovesick Girls,BLACKPINK,68,2020/10/02 0:00,0.00513,0.658,0.732,-4.762,0.0654,127.995,"영원한 밤
창문 없는 방에 우릴 가둔 love
What can we say
매번 아파도 외치는 love

다치고 망가져도 나
뭘 믿고 버티는 거야
어차피 떠나면 상처투성인 채로
미워하게 될걸
끝장을 보기 전 끝낼 순 없어
이 아픔을 기다린 것처럼

아마 다 잠깐 일지도 몰라
우린 무얼 찾아서 헤매는 걸까

But I don’t care I’ll do it over and over
내 세상 속엔 너만 있으면 돼

We are the lovesick girls
네 멋대로 내 사랑을 끝낼순 없어
We are the lovesick girls
이 아픔 없인 난 아무 의미가 없어

But we were born to be alone
Yeah we were born to be alone
Yeah we were born to be alone
But why we still looking for love

No love letters, no x and o’s
No love never, my exes know
No diamond rings, that set in stone
To the left, better left alone

Didn’t wanna be a princess,
I’m priceless
A prince not even on my list
Love is a drug that I quit
No doctor could help when I’m
lovesick

아마 다 잠깐 일지도 몰라
우린 무얼 찾아서 헤매는 걸까

불안한 내 눈빛 속에 널 담아
아프더라도 너만 있으면 돼

We are the lovesick girls
네 멋대로 내 사랑을 끝낼 순 없어
We are the lovesick girls
이 아픔 없인 난 아무 의미가 없어

But we were born to be alone
Yeah we were born to be alone
Yeah we were born to be alone
But why we still looking for love

사랑은 slippin’ and fallin’
사랑은 killin’ your darlin’
아프다 아물면 또 찾아오는 이 겁 없는 떨림

들리지 않아 what you say
이 아픔이 난 행복해
나를 불쌍해 하는 네가 내 눈엔 더 불쌍해

We are the lovesick girls
네 멋대로 내 사랑을 끝낼 순 없어
We are the lovesick girls
이 아픔없인 난 아무 의미가 없어

Lovesick girls
모두 결국 떠나가고
Lovesick girls
내 눈물이 무뎌져도
Lovesick girls
아프고 또 아파도
Lovesick girls
But we’re still looking for love",1601596800,993,192765.0,0.409,81.0,k-pop,68.98288016,31.01711984,5.151350089,2.0597014925373136,중급
썸 (Feat. 릴보이 Of 긱스),소유 (SOYOU),68,2014/02/07 0:00,0.446,0.738,0.676,-3.025,0.0507,95.04,"가끔씩 나도 모르게 짜증이나
너를 향한 맘은 변하지 않았는데
혹시 내가 이상한 걸까
혼자 힘들게 지내고 있었어
텅 빈 방 혼자 멍하니 뒤척이다
티비에는 어제 본 것 같은 드라마
잠이 들 때까지 한번도
울리지 않는 핸드폰을 들고
요즘 따라 내꺼인 듯
내꺼 아닌 내꺼 같은 너
니꺼인 듯 니꺼 아닌
니꺼 같은 나
이게 무슨 사이인 건지 사실
헷갈려 무뚝뚝하게 굴지마
연인인 듯 연인 아닌
연인 같은 너 나만 볼 듯
애매하게 날 대하는 너
때로는 친구 같다는 말이
괜히 요즘 난 듣기 싫어 졌어
매일 아침 너의 문자에
눈을 뜨고 하루 끝에는
니 목소리에 잠들고 파
주말에는 많은 사람 속에서
보란 듯이 널 끌어 안고 싶어
요즘 따라 내꺼인 듯
내꺼 아닌 내꺼 같은 너
니꺼인 듯 니꺼 아닌
니꺼 같은 나
때로는 친구 같다는 말이
괜히 요즘 난 듣기 싫어 졌어
너 요즘 너 별로야 너 별로야
나 근데 난 너뿐이야
난 너뿐이야
분명하게 내게 선을 그어줘
자꾸 뒤로 빼지 말고
날 사랑한다 고백해 줘
여전히 친구인척 또 연인인척
행동하는 모습을 전부다 돌이켜
생각 할 수록 너의 진심이
더 궁금해지는 걸 girl you’re so
ambiguous 난 못해
무엇도 아니 어쩌면
기적을 바라지 lotto
확실한 표현을 원하지만
너의 미소 띈 표정에
잊어버리지 난
요즘 따라 내꺼인 듯
내꺼 아닌 내꺼 같은 너
니꺼인 듯 니꺼 아닌
니꺼 같은 나
순진한 척 웃지만 말고
그만 좀 해
너 솔직하게 좀 굴어봐
니 맘 속에 날 놔두고
한 눈 팔지 마 너야말로
다 알면서 딴청 피우지 마
피곤하게 힘 빼지 말고
어서 말해줘 사랑한단 말이야",1391731200,549,211374.0,0.961,57.0,k-pop,4.553734062,95.44626594,2.597292004,1.9439252336448598,중급
